state,district,disease,no_of_cases,deaths,start_of_outbreak,date_of_reporting,status,action
Pradesh Madhya,Dhar,Typhoid Acute,59,0,19-02-2025,19-02-2025,Surveillance Under,"samples were sent to PHE Department Dhar and DPHL Indore, both were found to be unsatisfactory. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. The cause of the outbreak is believed to be contaminated water. Cases were reported from PHC Sutanganj, CH Begumgan, Village: Naigadhiya, Sub-District: Begamganj, District: Raisen. Cases presented with diarrhea. The affected age group was 5-60"
Pradesh,Raisen,Diarrheal Disease,10,0,20-02-2025,21-02-2025,Surveillance Under,"years. Water sample was collected by PHE, which was found to be potable. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from PHC Ispurli, Village: Nigave Khalsa, Sub-District: Karvir, District: Kolhapur. Cases presented with fever, vomiting, loss of appetite. All age groups were affected. Total 22 serum and 12 water samples were sent to SSH CPRH, NIV Pune & DPHL,"
Odisha,Cuttack,Poisoning,86,0,17-02-2025,17-02-2025,Surveillance Under,"sent to DPHL Cuttack. Water samples were found to be positive for H2S and no entero- pathogenic organism was found in rectal swabs. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from an ashram school in Village: Pipilikani, Sub-District: Banaharapali, District: Jharsuguda. Cases presented with fever with rash. The most affected age group"
Odisha,Jharsuguda,Chickenpox Food,26,0,19-02-2025,19-02-2025,Surveillance Under,"was 5-14 years. All cases were diagnosed clinically. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from CHC Pandripani, Sub-District: Malkangiri, District: Malkangiri. Cases presented with loose motion and vomiting after consumption of ffod from a common kitchen. The affected cases were less than 15 years of age. Two Rectal Swabs and 2 water samples were collected & sent to DPHL"
Odisha,Malkangiri,Poisoning,29,0,17-02-2025,17-02-2025,Surveillance,"Malkangiri. Water samples were found to be negative for H2S and no entero-pathogenic organism was found in rectal swabs. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Odisha,Sambalpur,Diarrheal Disease Food,13,0,18-02-2025,18-02-2025,Surveillance Under,"Sambalpur. Water samples were found to be positive for H2S and no entero-pathogenic organism was found in rectal swabs. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from a school in Village: Udusu, Sub-District: Bisra, District: Sundargarh. Cases presented with abdominal cramps and vomiting after consumption of food from a common kitchen. The most affected age group was 15-44 years. Three"
Odisha,Sundargarh,Poisoning Acute,35,0,18-02-2025,18-02-2025,Surveillance Under,"water samples were collected & sent to DPHL Sundergarh, all were negative for H2S. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from Kumuliam CHC, Village: Kilimangalam, Sub-District: Sendurai, District: Ariyalur. Cases presented with vomiting and diarrhea. The affected age group was 1-15 years. Four stool, serum & three water samples were sent to DPHL Vilangudi & Regional Public Health,"
Tamil Nadu,Ariyalur,Diarrheal Disease,11,0,19-02-2025,21-02-2025,Control,"Water Analysis Laboratory, Tiruchirappalli. All stool & serum samples were negative for any entero-pathogen. Water samples were found to be potable. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Tamil Nadu,Kallakurichi,Chickenpox,16,0,19-02-2025,19-02-2025,Control Under,"Villupuram and King Institute Chennai, out of which 2 were positive for Chickenpox (VZV) IgM by ELISA. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from Panjapatti CHC, Krishnarayapuram MMU, Village: Kambaliyampatti, Sub-District: Krishnarayapuram, District: Karur. Cases presented with fever with joint pain. Seven"
Tamil Nadu,Karur,Chikungunya Acute,20,0,15-02-2025,17-02-2025,Control Under,"blood samples were sent to DPHL, Karur, out of which 3 were positive for Chikungunya IgM by ELISA. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from Mookandapalli UPHC, Village: Zuzuvadi, Sub-District: Hosur, District: Krishnagiri. Cases presented with loose stools. Six water samples were sent"
Tamil Nadu,Krishnagiri,Diarrheal Disease,28,0,17-02-2025,19-02-2025,Control Under,"to DPHL, out of which 2 were positive for E.coli on culture. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from a nursery and primary school under Kovilpatti UPHC, Sub- District: Pudukkottai, District: Pudukkottai. Cases presented with fever with rash. The affected age group was 1-10 years. All cases"
Tamil Nadu,Pudukkottai,Chickenpox,7,0,20-02-2025,20-02-2025,Control,"were diagnosed clinically. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Tamil Nadu,Salem,Chickenpox,17,0,17-02-2025,17-02-2025,Control Under,"Kings Institute, Guindy, out of which 5 were positive for VZV IgM by ELISA & RTPCR. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from a school under Vanganoor PHC, Sub-District: R K Pet, District: Thiruvallur. Cases presented with blisters. The affected age group was 1-15 years. Four blood samples"
Tamil Nadu,Thiruvallur,Chickenpox Acute,37,0,22-02-2025,22-02-2025,Surveillance Under,"were sent to King Institute, all were positive for VZV (Varicella Zoster Virus) IgM by ELISA. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from W.Pudupatti PHC, Village: Christianpettai, Sub-District: Watrap, District: Virudhunagar. Cases presented with Stomach pain with loose motion. Most of the affected cases were more than 15 years of age. Five serum samples were"
Tamil Nadu,Virudhunagar,Diarrheal Disease,13,0,15-02-2025,17-02-2025,Control,"sent to DPHL Virudhunagar, all were negative for any entero-pathogen. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Pradesh,"Gonda th March, 2020. The States have been reporting the COVID-19 cases and deaths on a real-time basis and the same was being updated on the website of",Poisoning,85 COVID-19 STATUS,0,18-01-2025,Control,"RRT investigated District Hospital Gonda. education given by peripheral team on control measures, hygiene and sanitation.",the outbreak. Cases were treated at Community awareness and health
Pradesh,Konaseema,Mumps,30,0,24-02-2025,01-03-2025,Control Under,"collected and sent to Microbiology Department. 8 samples came positive for Mumps IgM by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village Khamarpara (Khumarpara), Sub-District Bijni (Pt), District Chirang. Cases presented with fever with rash. 8 blood samples were collected and sent to WHO Bongaigaon unit. One sample found positive for"
Assam,Chirang,Rubella Acute,19,0,28-02-2025,01-03-2025,Surveillance Under,"Rubella IgM by ELISA. District RRT investigated the outbreak. Age group of the affected cases was 5-14 years. Cases treated symptomatically. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation. Cases were reported from Village: Pub Gerimari, Sub-District Mangaldoi (Pt), District Darrang. Cases presented with loose motion, pain abdomen, fever and vomiting. 6 rectal swabs and 2 water samples were collected and sent to IPHL Darrang. Stool samples did not"
Assam,Darrang,Diarrheal Disease,28,0,01-03-2025,01-03-2025,Surveillance,show growth of any pathogenic organism and both the water samples found fit for potable purpose. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on hygiene and sanitation.
Assam,Jorhat,Fever,20,0,27-02-2025,27-02-2025,Surveillance Under,"Cases treated symptomatically. Age group of the affected cases were 22-67 years Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation. Cases were reported from Village Katanibari TE, Sub District Mariani, District Jorhat. Cases presented with fever. Total 26 blood samples found negative for malaria by RDT kits. District RRT investigated the outbreak. Cases treated"
